A b c	Bảng chữ cái
Spiking	Sự đóng đinh ray
Spile	Nút thùng rượu
Spiling	Hàng cọc
Spillage	Lượng bị đổ ra
Spillway	Đập tràn
Spiloma	Nốt ruồi
Spina	Cái gai
Spinaceous	Giống như rau bina
Spinate	Có gai
Spination	Sự phân bố gai
Spine	Xương sống
Spined	Có xương sống
Spinelet	Gai nhỏ
Spiniform	Hình gai
Spinner	Người quay tơ
Spinney	Lùm cây
Spinning	Sự xe chỉ
Spinor	Spinơ
Spinosely	Đầy gai
Spinstress	Cô gái dệt vải
Spinulosis	Sự nổi gai ốc da
Spiny	Giống gai
Spiracular	Có lỗ thở
Spiral	Đường xoắn ốc
Spiralis	Dây chằng xoắn
Spirally	Xoắn ốc
Spire	Đường xoắn ốc
Spirilla	Khuẩn xoắn
Spirillum	Khuẩn xoắn
Spirit	Tinh thần
Spirited	Dũng cảm, anh dũng
Spiritedly	Anh dũng
Spirivalve	Có vỏ xoắn ốc
Spirogyra	Tảo xoắn
Spiroid	Dạng xoắn
Spiry	Xoắn ốc
Spitchcock	Lươn đã mổ và nướng
Spiteful	Hằn học
Spitpoison	Phỉ báng
Spittle	Nước bọt
Spitz dog	Chó pomeran
Spiv	Dân chợ đen
Splashing	Tiếng sóng vỗ
Splat	Ván lưng ghế
Splatter	Kêu lộp độp
Splay	Rộng, bẹt, loe
Splenic	Trong lách
Splenitive	Bẳn tính
Splenoid	Dạng lách
Splicing	Ghép nối
Splining	Sự cắt rãnh then
Splint	Thanh nẹp
Splintery	Có mảnh vụn
Split	Cắt đoạn, chia đoạn
Split ring	Vòng móc chìa khoá
Splittable	Tách được
Spode	Đồ sứ tinh xảo
Spoilage	Sự bị hỏng
Spoke	Cái nan hoa
Spoken	Nói
Spokeshave	Cái bào khum
Spokesman	Người phát ngôn
Spoliate	Cướp phá
Spoliator	Người cướp đoạt
Spondilus	Đốt sống
Spondylous	Có đốt sống
Sponge	Bọt biển
Spongeous	Nhiều lỗ hổng
Sponger	Chậu vớt bọt biển
Spongiform	Giống bọt biển
Sponging	Sự vớt bọt biển
Sponsorial	Đỡ đầu
Spool	Cuộn dây
Spoon	Cái thìa
Spooner	Người nói ngọng
Spoonerism	Sự nói ngọng
Spooney	Khờ dại, quỷnh
Spoonily	Khờ dại, quỷnh
Spoony	Khờ dại, quỷnh
Sporadic	Rời rạc, lác đác
Sporadical	Rời rạc, lác đác
Sporangial	Thuộc túi bào tử
Sporeling	Bào tử con
Sport	Thể thao
Sportiness	Tính thích thể thao
Sporting	Thích thể thao
Sports car	Xe hơi đua
Sportsman	Nhà thể thao
Sportswear	Quần áo thể thao
Spotless	Sạch sẽ, tinh tươm
Spotlessly	Sạch sẽ, tinh tươm
Spotlight	Đèn sân khấu
Spottily	Lốm đốm
Spotting	Sự định tâm
Spotty	Có đốm, lốm đốm
Spousals	Hôn lễ
Spouse	Vợ
Spouter	Người yêu thơ
Spouting	Sự phun
Spoutless	Không có vòi
Spraddle	Giạng chân
Sprag	Miếng gỗ chèn xe
Sprain	Sự bong gân
Sprainting	Spraints
Spraints	Phân rái cá
Sprang	Cái nhảy
Sprat	Cá trích cơm
Sprawl	Tư thế uể oải
Sprayer	Người phun
Sprayey	Có nhiều cành nhỏ
Spraying	Sụ phun
Spread	Chiều rộng
Spreading	Phân bố
Sprig	Chồi
Spriggy	Có nhiều cành con
Sprightful	Vui vẻ
Sprightly	Vui vẻ
Spring	Cái nhảy
Spring bed	Giường lò xo
Springer	Người nhảy
Springhalt	Stringhalt
Springhead	Nguồn, ngọn nguồn
Springily	Dễ co dãn, đàn hồi
Springing	Sự đàn hồi
Springless	Không có lò xo
Springlet	Suối nhỏ
Springtime	Mùa xuân
Springwood	Gỗ mùa xuân
Springy	Co dãn, đàn hồi
Sprinkle	Sự rắc, sự rải
Sprinkler	Bình tưới nước
Sprinkling	Sự rải, sự rắc
Sprint	Nước rút
Sprinter	Người chạy nước rút
Sprite	Yêu tinh, ma quỷ
Spritsail	Buồm căng chéo
Sprout	Mần cây, chồi
Sprouting	Nảy chồi
Sprucely	Lịch sự
Sprueing	Sự tháo phễu rót
Sprung	Cái nhảy
Spud	Cái thuồng giãy cỏ
Spumescent	Nổi bọt
Spuminess	Sự nổi bọt
Spumous	Nổi bọt
Spumy	Nổi bọt
Spun glass	Thuỷ tinh sợi
Spun sugar	Kẹo kéo, kẹo bào
Spunky	Gan dạ
Spur	Vết
Spurious	Giả, giả mạo
Spuriously	Giả mạo
Spurn	Sự đá đi, sự hất đi
Sputa	Nước bọt nước dãi
Sputnik	Vệ tinh nhân tạo
Sputterer	Người thổi phì phì
Sputum	Nước bọt nước dãi
Spyglass	Kính thiên văn nhỏ
Spyhole	Khe nhòm
Squab	Người béo lùn
Squabbish	Hơi mập lùn
Squabby	Mập lùn, béo lùn
Squaddie	Người tân binh
Squaddy	Người tân binh
Squailer	Gậy ném sóc
Squalid	Dơ dáy, bẩn thỉu
Squalidly	Nghèo nàn, khốn khổ
Squaller	Người kêu thét
Squalord	Dạng cá mập
Squamate	Dạng vảy
Squame	Vảy
Squamiform	Dạng vảy
Squamosal	Có vảy
Squamose	Có vảy
Squamous	Có vảy
Squamulose	Có lá bắc
Square	Bình phương
Squarely	Vuông vắn
Squareness	Sự vuông vắn
Squash	Quả bí
Squashing	Chen chúc nhau
Squashy	Mềm nhão
Squatty	Mập lùn, béo lùn
Squaw	Vợ người da đỏ
Squeaker	Người rít lên
Squealer	Người la hét
Squeamish	Hay buồn nôn
Squeezer	Người ép, người vắt
Squeezing	Vắt
Squegg	Gián đoạn
Squegging	Gián đoạn
Squib	Pháo ném
Squidgy	Đẫm nước
Squinter	Người mắt lác
Squire	Địa chủ, điền chủ
Squirehood	Cương vị địa chủ
Squirelet	Địa chủ nhỏ
Squireling	Địa chủ nhỏ
Squireship	Cương vị địa chủ
Squirm	Sự quằn quại
Squirt	Ống tiêm
Squishy	Ướt át
Stabber	Kẻ đâm
Stabile	Ổn định
Stabilise	Làm ổn định
Stabilize	Làm ổn định
Stabilized	Được ổn định
Stabilizer	Chất ổn định
Stableness	Tính ổn định
Stably	Ổn định, vững chắc
Stack	Chùm, bó, đống
Stacker	Máy xếp chồng
Staddle	Sàn đỡ, bệ đỡ
Stadia	Thước đo tầm xa
Stadium	Sân vận động
Staff	Gậy, ba toong
Stag	Hươu đực, nai đực
Staggered	Được đặt so le
Staggering	Làm choáng người
Stagnancy	Tình trạng tù hãm
Stagnate	Động, đình trệ
Stain	Vết bẩn
Stainable	Dễ bẩn
Stainer	Thuốc in màu, phẩm
Staining	Hãm màu
Stair	Bậc thang
Staircase	Cầu thang
Stairhead	Đầu cầu thang
Stairway	Cầu thang
Stakey	Có đủ tiền
Stalely	Lâu ngày
Stalenism	Chủ nghĩa Xtalin
Stalenize	Xtalin hoá
Stalked	Có cuống
Stalkless	Không có cuống
Stalklet	Cuống nhỏ
Stall	Ngăn chuồng
Stallage	Khu vực dựng quán
Stalling	Sự kẹt
Stalwartly	Vững chắc
Stamenless	Không nhị
Stamina	Khả năng chịu đựng
Stamineal	Stamineous
Staminode	Nhịp lép, thui
Staminody	Tính biến thành nhị
Stammer	Sự nói lắp
Stammerer	Người nói lắp
Stamp	Tem
Stamped	Đã dán tem
Stampeping	Sự đóng dấu
Stanchion	Chống bằng cột
Standarzed	Đã tiêu chuẩn hoá
Standpat	Bảo thủ
Stank	Mùi hôi thối
Stannizing	Sự tráng thiếc
Stannous	Chứa thiếc
Stannum	Thiếc
Stanza	Đoạn thơ, khổ thơ
Staple	Dây thép rập sách
Star shell	Đạn pháo sáng
Starch	Bột, tinh bột
Starched	Có hồ bột, hồ cứng
Starcher	Người hồ vải
Starchy	Có hồ bột, hồ cứng
Stargaze	Chiêm tinh
Stargazing	Sự ngắm trăng sao
Staring	Nhìn chằm chằm
Staringly	Hiển nhiên
Stark	Cứng đờ
Starkly	Một cách rõ ràng
Starkness	Sự ảm đạm
Starless	Không có sao
Starlet	Ngôi sao nhỏ
Starlight	Ánh sáng sao
Starlike	Hình sao
Starlit	Ánh sáng sao
Starred	Đầy sao
Starry	Có nhiều sao
Starshaped	Hình sao
Starting	Bắt đầu, khởi hành
Startle	Cái giật mình
Startup	Khởi động, ban đầu
Starvation	Sự đói, sự thiếu ăn
Starve	Chết đói
Starveling	Đói, thiếu ăn
Starver	Người chết đói
State	Trạng thái, chế độ
State bank	Ngân hàng nhà nước
Statesman	Chính khách
Statesmen	Chính khách
Statewide	Khắp nước
Statically	Một cách tĩnh
Statics	Tĩnh học
Station	Ga, ma trận
Stationary	Dừng
Stationery	Đồ dùng văn phòng
Statue	Tượng
Statued	Tạc thành tượng
Statuette	Tượng nhỏ
Stature	Vóc người
Statute	Đạo luật
Staunchly	Kín, khít
Staves	Gậy, ba toong
Stay	Dừng
Stayer	Người ru rú xó nhà
Staying	Nén
Stayless	Không mặc yếm nịt
Stead	Sẵn sàng giúp đỡ ai
Steadily	Vững
Steadiness	Tính vững chắc
Steading	Trang trại
Steady	Ổn định
Steady!	Thành ngữ steady
Steal	Ăn cắp, ăn trộm
Stealer	Kẻ cắp, kẻ trộm
Stealthily	Rón rén
Steam	Hơi nước
Steam gun	Súng hơi
Steaminess	Tính chất như hơi
Stearinery	Xưởng chế stearin
Steatosis	Chứng thoái hoá mỡ
Steed	Chiến mã
Steedless	Không đi ngựa
Steek	Cái kích
Steel	Thép
Steelify	Luyện thành thép
Steeliness	Sự rắn như thép
Steeling	Hàn đắp bằng thép
Steelwork	Đồ dùng bằng thép
Steely	Làm bằng thép
Steelyard	Cái cân dọc
Steening	Thành giếng bằng đá
Steep	Dốc
Steepish	Khá dốc
Steeply	Cheo leo
Steepness	Độ dốc
Steerable	Có thể lái được
Steering	Thiết bị lái
Steersman	Người lái tàu thuỷ
Stein	Ca uống bia
Stelar	Cuống cọng
Stellarium	Bản đồ sao
Stelliform	Hình sao
Stemlet	Cuống nhỏ, cọng nhỏ
Stemmed	Có cuống, có cọng
Stemming	Nhét đầy
Stempel	Stemple
Stemson	Mũi thuyền, mũi tàu
Stench	Mùi hôi thối
Stenciller	Người làm khuôn tô
Stencilman	Bằng lụa sáp
Stender	Khung căn vải
Stenograph	Bản tốc ký
Stenotype	Máy chữ tốc ký
Step	Bước
Stepchild	Con riêng
Stepfather	Bố dượng
Stepless	Không có bậc
Steppe	Thảo nguyên
Stepped	Có bậc
Stepping	Thành nấc
Stepson	Con trai riêng
Stere	Mét khối
Stereobate	Nền nhà, móng nhà
Stereogram	Biểu đồ nổi
Stereotype	Bản in đúc
Steric	Thuộc không gian
Sterigma	Cuống nhỏ
Sterilant	Vô sinh
Sterile	Cằn cỗi, khô cằn
Sterility	Sự cằn cỗi
Sterilizer	Máy khử trùng
Sternly	Lạnh lùng
Sternmost	Ở đằng sau tàu
Sternpast	Khoang đuôi tàu
Steroidal	Thuộc xteroid
Stevedore	Công nhân bốc dỡ
Stewed	Hầm nhừ, ninh nhừ
Stewing	Hầm
Stibial	Có antimon
Stich	Dòng thơ, câu thơ
Stichic	Câu thơ
Stick	Gậy
Stickily	Bầy nhầy, nhớp nháp
Sticking	Chêm
Sticklac	Thỏi gôm
Stickpin	Ghim cài ca vát
Sticky	Bầy nhầy, nhớp nháp
Stiffened	Được tăng độ cứng
Stiffening	Chất hồ cứng
Stiffish	Hơi cứng
Stiffly	Cứng đờ, cứng nhắc
Stifling	Ngột ngạt, khó thở
Stiflingly	Khó thở
Stigmatic	Có đốm, như đốm
Stigmatose	Có đốm, như đốm
Stiletto	Dao găm nhỏ
Still	Im, yên, tĩnh mịch
Still hunt	Cuộc săn lén
Stillbirth	Sự chết non
Stillborn	Chết non
Stilling	Giá kê thùng rượu
Stillion	Giá kê thùng rượu
Stilt	Cà kheo
Stilted	Đi cà kheo
Stimulant	Kích thích
Stimuli	Tác dụng kích khích
Stimulus	Tác dụng kích khích
Stinging	Có ngòi, có châm
Stingless	Không có châm
Stingy	Keo kiệt, bủn xỉn
Stink	Mùi hôi thối
Stinkard	Con vật hôi
Stinker	Con vật hôi
Stinking	Thối tha, hôi hám
Stintingly	Hà tiện, nhỏ giọt
Stintless	Không hạn chế
Stipple	Thuật vẽ bằng chấm
Stippler	Người vẽ bằng chấm
Stippling	Cách vẽ bằng chấm
Stipulator	Người quy định
Stipuled	Có lá kèm
Stirk	Đphương bò một tuổi
Stirring	Sôi nổi
Stitched	Được khâu lại
Stitcher	Thợ may
Stitchery	Nghề khâu vá
Stock	Cổ phần chứng khoán
Stockade	Hàng rào bằng cọc
Stocking	Bít tất dài
Stockish	Ù ì, đần đồn
Stockist	Người tích trữ hàng
Stockless	Không có cán
Stockpile	Kho dữ trữ
Stockpot	Nồi hầm xương
Stockproof	Ngăn cản gia súc
Stocky	Bè bè chắc nịch
Stockyard	Bãi rào chăn nuôi
Stodge	Bữa cổ
Stodginess	Tính khó tiêu
Stoical	Kiên cường
Stoking	Sự đốt lò
Stola	Áo ngoài dài phụ nữ
Stoled	Có choàng khăn
Stolen	Ăn cắp, ăn trộm
Stomach	Dạy dày
Stomachy	Có dạ dày lớn
Stomal	Stomatal
Stomodaeum	Stomodeum
Stone	Đá
Stone age	Thời kỳ đồ đá
Stonechat	Stonechatter
Stoned	Cỏ rải đá, lát đá
Stoneless	Không có đá
Stoneman	Thợ xây đá
Stonemason	Thợ xây đá
Stonily	Chai đá, nhẫn tâm
Stool	Ghế đẩu
Stope	Bậc chưa khấu đều
Stopping	Chất trám răng
Storable	Có thể cất giữ được
Storage	Bộ nhớ
Stored	Bảo quản
Storehouse	Vựa
Storeman	Người giữ kho
Storey	Tầng, tầng gác
Storing	Sự cất giữ vào kho
Storm	Dông tố, cơn bão
Stormless	Không có bão
Story	Chuyện, câu chuyện
Stot	Bò đực ít tuổi
Stour	Dữ dội
Stoush	Đập
Stout	Chắc, bền
Stoutish	Chắc chắn
Stoutly	Chắc, khoẻ, bền
Stoutness	Sự chắc, sự bền
Stove	Cái lò
Stowing	Sự chèn lắp
Straddle	Sự đứng giạng chân
Strafer	Đánh quất túi bụi
Straight	Trực tiếp
Straighten	Làm cho thẳng
Strained	Căng thẳng
Strainer	Dụng cụ để kéo căng
Straining	Căng thẳng
Strait	Hẹp, chật hẹp
Straitened	Túng quẫn
Strander	Bện cáp
Stranding	Xe sợi
Strangely	Lạ lùng
Strangle	Bóp cổ, bóp họng
Strap	Đai da
Strapless	Không có dây buộc
Strapper	Người vạm vỡ
Strapping	Sự buộc bằng dây da
Strass	Bột làm ngọc giả
Stratagem	Mưu, mưu mẹo
Strategics	Khoa học chiến lược
Strategist	Nhà chiến lược
Strati	Mây tầng
Stratified	Được phân tầng
Stratify	Phân tầng
Stratum	Tầng, thớ
Stratus	Mây tầng
Straw	Rơm
Straw man	Người rơm, bù nhìn
Strawband	Dây bằng rơm
Strawberry	Quả dâu tây
Strawy	Có rơm
Stray	Lạc, bị lạc
Streak	Đường sọc, vệt
Streaking	Sự cấy thành vạch
Stream	Dòng
Streamlet	Suối nhỏ, ngòi nhỏ
Streamline	Luồng không khí
Street	Phố, đường phố
Streetward	Về phía phố
Strength	Sức bền
Strengthen	Tăng cường, gia cố
Strenuous	Hăm hở, tích cực
Strephon	Người yêu say đắm
Stressful	Gây ra căng thẳng
Stretch	Giãn, căng, kéo
Stretched	Vuốt dài
Stretching	Vuốt dài
Stretchy	Căng
Strew	Rải, rắc, vãi
Strewn	Rải, rắc, vãi
Stria	Đường khía
Striae	Đường khía
Striation	Sự kẻ sọc
Striatum	Thể vân
Striature	Sự kẻ sọc
Stricken	Đánh, đập
Strict	Ngặt
Striction	Ssự thắt
Strictly	Ngặt
Strictness	Tính chính xác
Stridden	Bước dài
Stride	Bước dài
Stridence	Stridency
Stridency	Sự lanh lảnh
Strident	The thé
Stridulant	Inh tai
Strife	Sự xung đột
Strigilose	Có lông cứng
Strike	Đánh, đập
Strike pay	Trợ cấp đình công
Striker	Người phụ thợ rèn
Stringent	Chính xác
Stringer	Người lên dây đàn
Stringhalt	Springhalt
Stringing	Ghép thành chuỗi
Stringy	Giống sợi dây
Strip	Dải, đới
Stripe	Sọc, vằn
Striped	Có sọc, có vằn
Stripped	Trơ
Stripping	Lột trần
Stript	Past cổ của strip
Striptease	Thoát y vũ
Stripy	Có sọc, có vằn
Strive	Cố gắng, phấn đấu
Striven	Cố gắng, phấn đấu
Striver	Phấn đấu
Strobe	Ánh sáng nhấp nháy
Strode	Bước dài
Stroke	Cú, cú đánh, đòn
Strokingly	Vuốt ve, mơn trớn
Strolling	Đi tản bộ
Strongish	Hơi khoẻ, khá khoẻ
Strop	Da liếc dao cạo
Strophe	Đoạn thơ, khổ thơ
Stroppy	Khó xử
Strove	Cố gắng, phấn đấu
Struck	Đánh, đập
Struggler	Tranh giành
Strumatic	Bướu giáp
Strumiform	U
Strumpet	Gái điếm, đĩ
Strung	Dây, băng, dải
Strut	Dáng đi khệnh khạng
Strychnine	Dược Stricnin
Stub nail	Đinh ngắn to
Stubble	Gốc rạ
Stubbly	Có nhiều gốc rạ
Stuck	Cái gậy
Stud	Lứa ngựa nuôi
Stud farm	Trại nuôi ngựa
Studious	Chăm học, siêng học
Study	Sự nghiên cứu
Stuff	Thứ, món
Stuffing	Sự nhồi
Stumbler	Người vấp ngã
Stumpy	Lùn mập, bè bè
Stunk	Mùi hôi thối
Stunted	Còi cọc
Stuntman	Cátcađơ
Stuntwoman	Cátcađơ
Stupendous	Vô cùng to lớn
Stupidness	Đần độn
Stupor	Trạng thái sững sờ
Stuporous	Sững sờ
Sturdily	Vững chắc
Stutter	Sự nó lắp
Stutterer	Người nói lắp
Stuttering	Lắp bắp
Stylet	Cái giùi
Styliform	Dạng gai
Stylise	Làm đúng kiểu
Stylish	Hợp thời trang
Stylishly	Kiểu cách
Stylistics	Phong cách học
Stylize	Làm đúng kiểu
Suasion	Sự thuyết phục
Suave	Dịu ngọt, thơm dịu
Suaveness	Tính ngọt ngào
Subacid	Hơi chua
Subacidity	Vị hơi chua
Subadult	Gần trưởng thành
Subaerial	Sát mặt đất
Subagency	Phân xã, phân điếm
Subalpine	Phụ núi cao
Subapical	Gần đỉnh
Subaquatic	Ở dưới nước
Subaqueous	Ở dưới nước
Subarctic	Cận Bắc cực
Subarid	Hơi khô cằn
Subartic	Cận Bắc cực
Subase	Cơ sở con
Subastral	Trần thế, trần gian
Subatom	Hạ nguyên tử
Subaverage	Dưới mức trung bình
Subaxial	Dưới trục
Subbase	Dưới nền
Subbasis	Cơ sở con
Subbranch	Nhánh phụ
Subbreed	Nòi phụ, giống phụ
Subcaudal	Dưới đuôi
Subcentral	Gần tâm
Subcompact	Xe ôtô nhỏ
Subconcave	Hơi lõm
Subconical	Gần hình nón
Subconvex	Hơi lồi
Subcordate	Gần hình tim
Subcranial	Giải dưới sọ
Subcribe	Quyên vào, góp vào
Subcrust	Nền đường
Subcrustal	Nền đường
Subdean	Phó chủ nhiệm khoa
Subdivide	Chia nhỏ
Subdomain	Miền con
Subdrain	Ống thoát nước ngầm
Subduable	Có thể nén được
Subdue	Nén
Subdued	Khẽ
Suberect	Gần thẳng
Suberized	Hoá thành bần
Subffield	Trường con
Subflavour	Hương vị phụ
Subflour	Sàn dưới
Subframe	Sườn khung phụ
Subgene	Gen phụ
Subglacial	Ở dưới mặt băng
Subgrader	Máy san nền đất
Subgrading	Sự san nền đất
Subgroup	Nhóm con
Subito	Đột nhiên
Subjacent	Ở dưới, ở phía dưới
Subject	Vấn đề
Subjective	Chủ quan
Subjugator	Kẻ chinh phục
Sublabial	Dưới môi
Sublation	Sự loại trừ
Sublattice	Dàn con
Sublayer	Phụ
Sublease	Sự cho thuê lại
Sublessee	Người thuê lại
Sublessor	Người cho thuê lại
Sublet	Cho thầu lại
Sublime	Hùng vĩ, uy nghi
Sublimely	Hùng vự, uy nghi
Sublinear	Tuyến tính dưới
Sublunary	Trần thế, trần gian
Submariner	Thuỷ thủ tàu ngầm
Submaster	Thầy giáo phụ
Submatrix	Ma trận con
Submaxilla	Hàm dưới
Submenu	Lệnh đơn phụ
Submerged	Ở dưới mặt biển
Submetal	Á kim
Submissive	Dễ bảo, ngoan ngoãn
Submit	Chịu sự kiểm tra
Submittal	Quy thuận
Submitter	Quy thuận
Submodule	Môđun con
Submonoid	Mônoit con
Submontane	Ở dưới chân núi
Submucosa	Dưới niêm mạc
Submucous	Nhầy nhầy
Subnormal	Pháp ảnh
Subobject	Vật con
Suboceanic	Dưới đáy đại dương
Suboval	Tựa hình trái xoan
Subpassage	Đường thông phụ
Subpilose	Tựa lông
Subpoena	Trát đòi hầu toà
Subprefect	Trưởng khu
Subproduct	Sản phẩm phụ
Subrector	Phó hiệu trưởng
Subregion	Vùng con, miền con
Subrent	Cho thuê lại
Subreption	Sự cướp đoạt
Subscript	Chỉ số dưới
Subsection	Tiểu khu
Subsere	Diễn thế phụ
Subseries	Chuỗi con
Subset	Tập hợp con
Subshrub	Cây bụi thấp
Subshrubby	Thuộc cây bụi thấp
Subsidiary	Bổ trợ
Subsidize	Trợ cấp, phụ cấp
Subsidizer	Người trợ cấp
Subsidy	Tiền cấp
Subsist	Tồn tại
Subsistent	Có, tồn tại
Subsoil	Tầng đất cái
Subsoiler	Máy cày sâu
Subsoiling	Sự cày sâu
Subsolar	Dưới mặt trời
Subsonic	Dưới âm tốc
Subspace	Không gian con
Substance	Chất, vật chất
Substation	Ga xép
Substitute	Thế
Substrata	Lớp dưới
Substratum	Lớp dưới
Subsume	Xếp vào, gộp vào
Subsurface	Lớp dưới bề mặt
Subsystem	Hệ thống con
Subtilty	Tính phảng phất
Subtitle	Tiểu đề
Subtle	Phảng phất
Subtlety	Tính phảng phất
Subtotally	Gần hoàn toàn
Subtract	Trừ
Subtractor	Bộ trừ
Subtype	Kiểu phụ
Subtypical	Thuộc kiểu phụ
Subungual	Dưới guốc
Suburb	Ngoại ô
Subvalue	Giá trị dưới
Subvene	Cứu tế
Subventral	Dưới bụng
Subversion	Sự phá vỡ
Subversive	Có tính chất phá vỡ
Subvital	Hấp hối
Succade	Quả giầm nước đường
Succeed	Kế tiếp, tiếp theo
Succesive	Có trình tự
Successive	Lần lượt
Succinct	Ngắn gọn, cô đọng
Succor	Sự viện trợ
Succose	Mọng nước
Succosity	Tính chất mọng nước
Succour	Sự viện trợ
Sucking	Còn bú
Suckle	Cho bú, nuôi nấng
Suckling	Sự cho bú
Sudatory	Làm chảy mồ hôi
Suddenly	Một cách bất ngờ
Suds	Bọt nước xà phòng
Sudsy	Sủi bọt
Suede	Suède
Suffer	Chịu, bị
Suffice	Đủ, thoả mãn
Sufficient	Đủ
Sufficing	Đầy đủ
Suffixal	Có tính chất hậu tố
Suffocant	Làm nghẹt thở
Suffocate	Bóp chết, bóp nghẹt
Suffusive	Ngập tràn
Sugar	Đường
Sugared	Bọc đường
Sugariness	Sự ngọt
Sugarplum	Kẹo bi
Sugary	Có đường, ngọt
Sugent	Hút vào
Suggester	Đề xuất
Suggestion	Sự gợi ý
Suicidal	Tự tử, tự vẫn
Suicide	Sự tự tử, sự tự vẫn
Suint	Mỡ lông cừu
Suitcase	Cái va li
Suite	Dãy, bộ
Suiting	Vải may com lê
Suitor	Người cầu hôn
Sulcation	Rãnh
Sulcus	Rãnh nhỏ
Sulfurous	Giống như lưu hùynh
