A b c	Bảng chữ cái
Unreadily	Xem unready
Unrealized	Chưa thực hiện
Unreaped	Chưa gặt
Unreason	Sự vô lý
Unreasoned	Không được suy tính hợp lý
Unreceived	Chưa nhận, chưa lĩnh
Unreckoned	Không tính, không đếm
Unrecorded	Không được ghi
Unrecruted	Không được tuyển mộ
Unredeemed	Không được chuộc lại
Unrefuted	Không bị bác, không bị bẻ
Unregarded	Bị coi nhẹ
Unreined	Không bị kiềm chế
Unrelated	Không kể lại, không thuật lại
Unrelaxed	Căng
Unreliable	Không tin cậy
Unreliably	Xem unreliable
Unrelieved	Không hết đau
Unremarked	Không ai thấy, không ai để ý
Unremedied	Không được đền bù
Unremitted	Không ngừng, liên tục
Unrendered	Không được dịch
Unrenewed	Không được hồi phục lại
Unrented	Chưa ai thuê
Unrepair	Tình trạng ọp ẹp đổ nát
Unrepented	Không ăn năn, không hối hận
Unrepining	Không cằn nhằn
Unreplaced	Không được thay thế
Unreproved	Không bị khiển trách
Unrequired	Không đòi hỏi
Unresented	Không bị phẫn uất
Unresolved	Còn do dự, chưa quyết định
Unresonant	Không cộng hưởng
Unrested	Không dựa vào
Unresting	Không nghỉ tay, không mệt mỏi
Unretarded	Không bị chậm trễ
Unrevealed	Không để lộ ra
Unrevenged	Không bị tr thù
Unreverend	Không đáng tôn trọng
Unrhymed	Không được đặt thành th
Unrhymic	Không nhịp nhàng
Unriddler	Xem unriddle
Unrighted	Không được lấy lại cho thẳng
Unring	Bỏ nhẫn ra, bỏ vòng ra
Unrinsed	Không nhuộm tóc
Unrip	Xé toạc ra, xé rời ra
Unripe	Chưa chín, còn xanh
Unripened	Không trở nên chín chắn
Unrisen	Không đứng dậy, không lên cao
Unrivet	Tháo đinh tán, bỏ đinh tán
Unroll	Mở ra, tri ra
Unroot	Trừ tiệt
Unround	Không uốn tròn môi
Unroyal	Không xứng đáng với vua chúa
Unruliness	Xem unruly
Unrushed	Không bị gửi đi, đưa đi gấp
Unsafe	Nguy hiểm
Unsafeness	Tính nguy hiểm
Unsafety	Xem unsafe
Unsaid	Không nói ra, chưa nói ra
Unsainted	Không được phong thánh
Unsaintly	Tội lỗi
Unsalted	Không ướp muối, không có muối
Unsaved	Không được cứu
Unscalable	Không thể trèo được
Unscale	Cạo vy, đánh vy
Unscared	Không sợ
Unscarred	Không có sẹo
Unscathed	Không bị tổn thưng
Unscented	Không có hưng thm
Unschooled	Dốt nát
Unscorched	Không bị cháy sém
Unscoured	Không được cọ
Unscreened	Không có màn che, không che
Unsealed	Không niêm phong
Unseam	Tháo đường may nối
Unsearched	Không bị tìm, không bị dò
Unsecular	Thuộc nhà thờ
Unseeable	Không thể nhìn thấy
Unseeded	Không gieo giống
Unseeing	Không tinh mắt, mù quáng
Unseen	Không nhìn thấy được, vô hình
Unseldom	Không hiếm khi, nhiều lúc
Unselfish	Không ích kỷ
Unsensed	Không có ý nghĩa, vô ý nghĩa
Unsent	Không gửi
Unsettle	Phá rối
Unsettling	Không làm cho an tâm, đáng lo
Unsew	Tháo đường may
Unsewn	Quá khứ của unsew
Unsex	Làm cho mất giới tính
Unsexed	Mất tính chất đàn bà
Unshackle	Tháo xiềng xích, tháo cùm
Unshadowed	Không bị che bóng
Unshakable	Không lay chuyển được
Unshakably	Xem unshakable
Unshamed	Vô liêm sỉ
Unshapen	Xem unshaped
Unsharp	Không sắc, không nhọn
Unshielded	Không có khiên che
Unshift	Không dời chổ
Unshot	Lấy đạn ra
Unshrunk	Không bị co
Unshutter	Tháo cửa chớp
Unsifted	Không sành, không rây
Unsight	Làm loá mắt
Unsighted	Không có thước ngắm
Unsilvered	Không mạ bạc
Unsinful	Vô tội, không tôi lỗi
Unsingable	Không dễ hát
Unsinkable	Không thể chìm được
Unskilful	Không khéo, vụng
Unskimmed	Chưa vớt bọt
Unsleeping	Không ngủ, thức, tỉnh
Unslept	Không ngừng, thường xuyên
Unsling	Cởi dây đeo, cởi dây móc
Unsmart	Không diện, không bảnh bao
Unsmiling	Nghiêm trang, nghiêm nghị
Unsmoked	Không bị hun khói
Unsmoothed	Không dàn xếp
Unsnare	Tháo bẫy
Unsnarl	Gỡ rối, làm sáng tỏ
Unsober	Nghiện rượu
Unsociable	Khó gần, khó chan hoà
Unsocially	Trạng từ
Unsodden	Không bị thấm nước
Unsolemn	Không chính thức
Unsolid	Không rắn
Unsolidity	Tính không rắn
Unsolvable	Không giải được
Unsolved	Không giải
Unsonlike	Không xứng với người con
Unsonsy	Không tốt, xấu xa, tồi tệ
Unsortable	Không thể lựa ra được
Unsorted	Không được phân loại
Unsounded	Không phát âm
Unsoundly	Trạng từ
Unsoured	Bị chua, bị thiu, bị hỏng
Unsown	Không gieo
Unsparing	Không thưng, không tha thứ
Unspell	Phá yêu thuật, gải bùa mê
Unspent	Chưa dùng
Unspiced	Chưa mắm muối gì
Unsplit	Không nứt rạn, không chia rẽ
Unspoiled	Không bị cướp phá
Unspoilt	Không bị cướp phá
Unspoken	Không nói lên, hiểu ngầm
Unsporting	Xem unsportsmanlike
Unspotted	Không có đốm
Unsquared	Không đẽo vuông
Unsqueezed	Không bị ép, không bị vắt
Unstable	Không ổn định
Unstably	Trạng từ
Unstamped	Không đóng dấu
Unstarch	Làm cho mất bột hồ
Unstarched	Xem unstarch
Unstated	Không phát biểu, không nói rõ
Unsteady	Không ổn định
Unstep	Hạ cột buồm
Unstick	Bóc, gỡ
Unstiffen	Trở nên mềm dẻo, dịu lại
Unstinted	Nhiều, dồi dào
Unstinting	Hào phóng, rộng rãi
Unstitch	Tháo đường may
Unstocked	Không trữ
Unstopped	Không bị trở ngại
Unstored	Không cất trong kho
Unstrained	Không bị căng thẳng
Unstreaked	Không có sọc, không có vệt
Unstressed	Không nhấn mạnh
Unstring	Tháo dây, cởi dây
Unstriped	Không có sọc, không có vệt
Unstrung	Chùng dây, đ  tháo dây
Unstuck	Chưa bóc, chưa gỡ
Unstudied	Không được nghiên cứu
Unstuffed	Không bị nhồi nhét đầy
Unstuffy	Không câu nệ
Unstylish	Không bảnh bao, không mốt
Unsubdued	Không bị nén
Unsubtle	Không xảo quyệt, ngờ nghệch
Unsuccess	Sự thất bại
Unsugared	Không bọc đường
Unsuitably	Trạng từ
Unsummoned	Không được triệu đến
Unsung	Không được hát
Unsunned	Không được mặt trời rọi sáng
Unsupple	Cứng, khó uốn
Unsure	Không chắc chắn
Unsurmised	Chắc chắn
Unswathe	Tháo t  lót
Unswear	Thề ngược lại
Unswept	Chưa quét
Unswore	Quá khứ của unswear
Unsworn	Không được tuyên thệ
Unsyllabic	Phi âm tiết tính
Untalented	Không có tài, bất tài
Untamed	Chưa được dạy thuần
Untapped	Chưa dùng, chưa khai thác
Untasked	Không được giao nhiệm vụ
Untasted	Không được nếm
Untaught	Dốt nát
Unteach	Dạy điều ngược lại
Untempered	Không được tôi luyện
Untempted	Không bị xúi giục
Untenable	Không giữ được, không vững
Untenably	Xem untenable
Untender	Cứng, dai
Untent	Bỏ lều, dỡ lều
Untether	Tháo dây buộc, cởi trói
Unthankful	Vô n, bạc
Unthawed	Không tan, không chảy nước
Unthinking	Không thận trọng
Unthrifty	Hoang phí
Unthrone	Hạ bệ
Untie	Cởi trói
Untied	Đ  được cởi trói
Until	Cho đến, đến khi
Untile	Dỡ ngói ra
Untiled	Đ  dỡ ngói ra
Untimbered	Không trồng rừng
Untimely	Sớm, không phi mùa
Untimeous	Xem untimely
Untin	Bỏ lớp thiếc tráng
Untiringly	Xem untiring
Untithed	Không phi nộp thuế thập phân
Untitled	Không đủ thẩm quyền
Untold	Không kể lại, không nói ra
Untomb	Đào m lên, quật lên
Untooth	Tháo răng ra
Untorn	Không rách, còn lành
Untortured	Không bị tra tấn
Untoward	Bất lịch sự, vô lễ, khiếm nh
Untowardly	Xem untoward
Untracked	Không bị theo vết
Untragic	Không có tính chất bi kịch
Untragical	Không có tính chất bi kịch
Untraned	Tự nhiên, không căng thẳng
Untranquil	Không yên tĩnh
Untreat	Chưa được xử lý
Untreated	Chưa gia công
Untressed	Tháo tung ra
Untried	Không thử
Untrod	Không người qua lại
Untrodden	Hoang
Untrode	Quá khứ của untread
Untrue	Không đúng, sai, sai sự thật
Untruly	Xem untrue
Untrussed	Bị tháo ra, bị dỡ ra
Untuck	Lấy ra, rút ra
Untune	Làm rối loạn, làm đảo loạn
Untuneful	Chói tai
Unturf	Bỏ tầng đất mặt có cỏ đi
Unturned	Không lật lại
Untutored	Dốt nát
Unurged	Không bị ép buộc, tự nguyện
Unused	Chưa dùng đến
Unuseful	Vô ích, vô dụng
Unusually	Cực kỳ
Unutilized	Không dùng đến
Unuttered	Không thốt ra, không phát ra
Unvaried	Đều đều
Unveil	Bỏ mạng che mặt
Unvendable	Không thể bán được
Unvenomous	Không độc
Unverified	Không được thẩm tra lại
Unvexed	Không bực tức
Unvisited	Không ai thăm viếng
Unvitiated	Không truỵ lạc hoá
Unvoice	Làm mất thanh, vô thanh hoá
Unvoiced	Không bày tỏ ra, không nói ra
Unvowed	Không thề, không hứa
Unwaged	Không có công ăn việc làm
Unwaked	Không được đánh thức
Unwakened	Không được đánh thức
Unwarily	Trạng từ
Unwariness	Xem unwary
Unwarlike	Không hiếu chiến
Unwarmed	Không sưởi ấm
Unwarned	Không được báo cho biết trước
Unwary	Khinh suất
Unwashed	Bẩn
Unwasteful	Không hoang phí
Unwatched	Không trông nom
Unwatchful	Không thức, ngủ
Unwater	Tát cạn
Unwaved	Không uốn, không lượn sóng
Unwealthy	Không giàu
Unwearable	Không đội được
Unwearied	Không mệt mỏi, dễ chịu
Unwearying	Không mệt mỏi, kiên cường
Unwed	Chưa có chồng
Unwedded	Chưa có chồng
Unweeded	Có nhiều cỏ dại
Unweighted	Không bị quá tải
Unwelcomed	Không được hoan nghênh
Unwell	Không khoẻ, khó ở, se mình
Unwetted	Không bị ướt, không dấp nước
Unwhipped	Không bị quất
Unwieldily	Trạng từ
Unwifely	Không phù hợp với người vợ
Unwinking	Không nháy, không nháy mắt
Unwinnable	Bất khả xâm phạm
Unwisdom	Sự thiếu khôn ngoan
Unwisely	Xem unwise
Unwished	Không mong ước
Unwithered	Không bị héo
Unwitty	Không sắc sảo
Unwived	Xem wifeless
Unwomanly	Không hợp với đàn bà
Unwontedly	Xem unwonted
Unwooded	Không có nhiều cây cối
Unwooed	Không bị tán, không bị ve v n
Unworkably	Xem unworkable
Unworldly	Không trần tục, thanh tao
Unworn	Chưa mòn, chưa cũ, còn mới
Unworthily	Xem unworthy
Unworthy	Không đáng, không xứng đáng
Unwounded	Không có thưng tích
Unwrinkled	Không nhàu
Unwritten	Không viết ra, nói miệng
Unwrung	Không vặn, không vắt
Unyielding	Cứng, không oằn, không cong
Unyouthful	Không còn trẻ
Unzip	Mở khoá kéo, mở phécmơtuya
Upbear	Giưng cao
Upbore	Giưng cao
Upborne	Giưng cao
Upbraider	Xem upbraid
Upcast	Sự phóng lên, sự ném lên
Upcountry	Nội địa, xa bờ biển
Updid	Quá khứ của updo
Updo	Kiểu tóc oca
Updone	Quá khứ phân từ của updo
Updrawn	Giương lên
Upgrowth	Sự lớn lên, sự phát triển
Upheave	Dấy lên
Uphelp	Giưng cao
Uphold	Giưng cao
Upholden	Quá khứ phân từ của uphold
Upholder	Cái trụ, cái chống, cái đỡ
Upholstery	Nghề buôn bán nệm ghế màn thm
Uphove	Dấy lên
Upityness	Xem uppity
Upkeep	Sự bo dưỡng, sự sửa sang
Upland	Vùng cao
Uplander	Người vùng cao
Upload	Tải lên
Up-end	Lật úp, đặt úp
Up-grade	Trạng từ
Up-market	Ở đầu chợ, về phía đầu chợ
Up-stream	Ngược dòng
Up-to-date	Hiện đại
Upon	Trên, ở trên
Upper	Trên
Uppercase	Chữ hoa
Uppermost	Cao nhất, trên hết
Uppish	Trịch thượng
Uppishly	Xem uppish
Uppishness	Tính trịch thượng
Uppity	Trịch thượng
Upraise	Khích lệ
Uprear	Đưa lên, vươn lên
Upright	Đứng, thẳng đứng
Uprightly	Trạng từ
Uprisal	Xem uprising
Uprise	Đứng dậy
Uprisen	Đứng dậy
Uprising	Sự đứng dậy
Upriver	Hướng về/đi về thượng lưu
Uproar	Tiếng ồn ào, tiếng om sòm
Uproarious	Ồn ào, om sòm
Uproot	Nhổ, nhổ bật rễ
Uprooter	Xem uproot
Uprose	Đứng dậy
Uprush	Sự dồn lên, luồng khí đi lên
Upset	Đánh ng
Upsetter	Xem upset
Upside	Phần trên
Upstage	Trịch thượng
Upstager	Xem upstage
Upstairs	Ở trên gác, ở tầng trên
Upstart	Người mới phất
Upstream	Ngược dòng
Upsurge	Đợt bột phát, cn
Uptake	Sự hiểu
Upthrow	Sự ném lên
Uptown	Ở phố trên
Uptowner	Xem uptown
Uptrend	Khuynh hướng đi lên
Upward	Đi lên, hướng lên, lên
Upwards	Đi lên, hướng lên, lên
Upwind	Theo chiều gió đang thổi
Upwing	Bước nhảy đột ngột
Urachus	Ống niêu rốn, dây chằng rốn
Uranology	Thiên văn học
Uranus	Thiên Vương tinh
Urban	Ở thành phố, ở thành thị
Urbane	Lịch sự, tao nh
Urbanely	Hoà nhã
Urbanise	Thành thị hoá
Urbanize	Thành thị hoá
Ureteral	Xem ureter
Ureteric	Xem ureter
Urethral	Xem urethra
Urge	Sự thúc đẩy, sự thôi thúc
Urgently	Xem urgent
Urinate	Đi đái, đi tiểu
Urination	Sự đi đái, sự đi tiểu
Urinative	Xem urinate
Urinator	Xem urinate
Urine	Nước đái, nước tiểu
Urinoscopy	Phép xét nghiệm nước tiểu
Urinous	Thuộc nước tiểu
Urologic	Xem urology
Urologist	Xem urology
Uroscopy	Phép xét nghiệm nước tiểu
Ursine	Như gấu
Urticarial	Xem urticaria
Usability	Xem usable
Usableness	Xem usable
Usably	Xem usable
Usage	Sự sử dụng
Used	Thường dùng, đang dùng
Useful	Có ích
Usefulness	Tính chất có ích
Useless	Vô ích
User	Người dùng, người hay dùng
Usquebaugh	Rượu uytky
Usual	Thường, thông dụng
Usually	Thường thường, thường lệ
Usualness	Xem usual
Usurer	Người cho vay nặng l i
Usurious	Nặng l i
Usuriously	Xem usurious
Usurp	Cướp, cướp đoạt
Usurper	Người cướp ngôi
Usury	Sự cho vay nặng l i
Utilise	Dùng, sử dụng
Utility	Ích lợi
Utilizable	Dùng được
Utilize	Dùng
Utilizer	Xem utilize
Utmost	Xa nhất, cuối cùng
Utopia	Điều không tưởng
Utopian	Không tưởng
Utopianism	Chủ nghĩa không tưởng
Utter	Hoàn toàn
Utterable	Đọc được, phát âm được
Utterance	Sự phát biểu, sự bày tỏ
Utterer	Xem utter
Utterly	Hoàn toàn
Uttermost	Xa nhất, cuối cùng
Utterness	Tính chất hoàn toàn
Uvae	Số nhiều của uva
Uxoricide	Tội giết vợ
Uxoriously	Xem uxorious
Vaca	Bò cái
Vacancy	Tình trạng trống rỗng
Vacant	Trống, rỗng
Vacantly	Đờ đẫn
Vacantness	Xem vacant
Vacate	Bỏ trống, bỏ không
Vacation	Sự bỏ trống, sự bỏ không
Vacational	Xem vacation
Vacationer	Xem vacation
Vaccinial	Xem vaccinia
Vacillate	Chập chờn
Vacillator	Xem vacillate
Vacnant	Tự do
Vacuity	Sự trống rỗng
Vacuolate	Có không bào, có hốc nhỏ
Vacuolated	Xem vacuolate
Vacuole	Không bào, hốc nhỏ
Vacuometer	Máy đo chân không
Vacuous	Rỗng
Vacuously	Rỗng, trống rỗng
Vagabondry	Xem vagabondage
Vagal	Mê tẩu, thần kinh mê tẩu
Vagary	Cử chỉ bất thường
Vagi	Số nhiều của vagus
Vagina	Bao, vỏ bọc
Vaginae	Bao, vỏ bọc
Vaginally	Xem vaginal
Vaginate	Có bao, có vỏ bọc
Vaginula	Bao nhỏ
Vagrancy	Lối sống lang thang
Vagrant	Sống lang thang
Vagrantly	Xem vagrant
Vagrom	Lang thang, phiêu lãng
Vague	Mơ hồ, không rõ ràng
Vagus	Dây thần kinh mê tẩu
Vainglory	Tính dương dương tự đắc
Vainly	Vô ích, không hiệu quả
Valanced	Có diềm
Valetaille	Lũ tôi tớ
Valeting	Cơ sở dịch vụ làm complê nam
Valetry	Xem valetaille
Valiance	Xem valiant
Valiant	Dũng cảm, can đảm
Valiantly	Dũng cảm, quả quyết, can đảm
Validate	Phê chuẩn
Validity	Tính có hiệu lực
Validly	Xem valid
Validness	Xem valid
Valise	Túi du lịch
Vallate	Có vành cung
Vallecula	Rãnh nhỏ, hốc nhỏ
Valleculae	Số nhiều của valacula
Vallecular	Thuộc rãnh nhỏ, hốc nhỏ
Valley	Thung lũng
Valleyed	Xem valley
Valorously	Xem valorous
Valse	Điệu vanxơ
Valuable	Có giá trị lớn, quý giá
Valuably	Xem valuable
Valuation	Mêtric hoá
Valuator	Người định giá
Value	Giá trị
Valueless	Không có giá trị
Valuer	Người định giá
Valuta	Ngoại tệ, ngoại hối
Valveless	Không có van
Valvelet	Van nhỏ
Valviform	Hình van
Valvula	Van nhỏ
Vamoos	Chuồn khỏi
Vamoose	Chuồn khỏi
Vamose	Chuồn khỏi
Vamp	Mũi giày
Vamped	Được vá, được sửa chữa lại
Vamper	Người vá víu chắp vá
Vampire	Ma hút máu, ma cà rồng
Vampiric	Xem vampire
Vampirism	Sự mê tín ma cà rồng
Vampish	Xem vamp
Vampishly	Xem vamp
Vampy	Xem vamp
Vanadous	Thuộc vanadi, chứa vanadi
Vandalic	Xem vandal
Vandyke	Nâu vánđich
Vanish	Biến mất
Vanished	Đã biến mất, không còn nữa
Vanisher	Xem vanish
Vanishing	Biến mất
Vanishment	Xem vanish
Vanity	Cái hư ảo
Vanity bag	Ví đựng đồ trang điểm
Vanity box	Ví đựng đồ trang điểm
Vanity-box	Vanity bag
Vanquish	Thắng, đánh bại
Vanquished	Bị đánh bại, bị chế ngự
Vanquisher	Người chiến thắng
Vantage	Sự thuận lợi, sự hơn thế
Vanward	Trạng từ
Vapid	Nhạt, nhạt nhẽo
Vapidity	Tính chất nhạt nhẽo
Vapidly	Trạng từ
Vaporarium	Sự tắm hơi
Vaporer	Xem vapor
Vaporise	Làm cho bốc hơi
Vaporize	Làm cho bốc hơi
Vaporizer	Bình xì, bình bơm
Vaporizing	Sự bốc hơi
Vaporosity	Xem vaporous
Vaporous	Có tính chất của hơi nước
Vaporously	Xem vaporous
Vapour	Hơi, hơi nước
Vapourish	Như hơi nước
Vapoury	Như hơi nước
Vappa	Rượu vang bị chua
Vaquero	Người chăn bò, cao bồi
Varacious	Chân thực
Variably	Trạng từ
Variant	Biến thức, khác nhau
Variate	Đại lượng ngẫu nhiên
Variation	Sự biến thiên, biến phân
